Question,Answer
How do you customize Order Page Layout?,"Page Layout controls visible fields, sections, and related lists on the Order record page.
→ Setup 
→ Object Manager 
→ Order 
→ Page Layouts 
→ Edit"
How to add a custom field to Order?,"Custom fields allow storing additional business information like Delivery Date or Payment Terms.
→ Setup 
→ Object Manager 
→ Order 
→ Fields 
→ New 
→ Choose Data Type 
→ Save"
What is Order Number?,Order Number is an auto-generated unique identifier assigned to each order for tracking and reporting purposes.
How to create Validation Rule on Order?,"Validation Rules ensure correct data entry, such as preventing activation without products.
→ Object Manager 
→ Order 
→ Validation Rules 
→ New 
→ Define Formula 
→ Save"
How to automate Order creation using Flow?,"You can create a Record-Triggered Flow to automatically create an Order when Opportunity Stage becomes Closed Won.
→ Setup 
→ Flow 
→ New 
→ Record-Triggered Flow 
→ Select Opportunity"
What is Contract relationship in Orders?,Orders are usually linked to Contracts. The Contract must be activated before creating an Order.
How to enable Order Products related list?,"Add the Order Products related list to the Order Page Layout.
→ Setup 
→ Object Manager 
→ Order → Page Layout 
→ Drag Order Products 
→ Save"
Can you create Approval Process on Orders?,"Yes. Approval Processes can be used for order approval before activation.
→ Setup 
→ Approval Processes 
→ Select Order 
→ New Approval Process"
How to create Reports on Orders?,"Reports help analyze order revenue, status, and products.
→ App Launcher 
→ Reports 
→ New Report 
→ Select Orders 
→ Add Filters 
→ Save"
How to control Order access using Sharing Rules?,"Sharing Rules allow additional record access beyond OWD.
→ Setup 
→ Sharing Settings 
→ Order Sharing Rules 
→ New"
How to track Order field changes?,"Enable Field History Tracking to monitor changes like Status or Amount.
→ Object Manager 
→ Order 
→ Fields 
→ Set History Tracking"
What is Order Effective Date?,Effective Date indicates when the order becomes active. It is required before activation.
How to delete an Order?,"Orders in Draft can be deleted if user has delete permission.
→ Open Order 
→ Click Delete 
→ Confirm"
How to restrict Order editing after activation?,Use Validation Rule or Flow to prevent editing if Status = Activated.
How to add Order tab to Lightning App?,"Add Orders tab in App Manager for visibility.
→ Setup 
→ App Manager 
→ Edit App 
→ Add Orders Tab 
→ Save"
How to export Order data?,"Use Data Export or Reports to export order data in CSV format.
→ Setup 
→ Data Export 
→ Export Now"
What is Order Owner?,Order Owner is the user responsible for managing the order record.
How to integrate Orders using API?,"Orders can be accessed using REST or SOAP API for external system integration.
→ Setup 
→ API 
→ Enable API"
How does Order lifecycle work?,Typical lifecycle: Draft → Add Products → Activate → Fulfillment → Completion or Cancellation. Businesses may customize lifecycle using automation and validation rules.
What is the difference between Order and Opportunity?,"Opportunity represents a potential sale, while Order represents a confirmed sale agreement after the deal is won. Orders are usually created after Opportunity stage becomes Closed Won and are used for fulfillment and billing processes."
Can you create multiple Orders from one Opportunity?,Yes. A single Opportunity can generate multiple Orders if the customer wants partial deliveries or phased fulfillment. This allows flexibility in shipping schedules and billing cycles.
What is the Order Start Date?,Order Start Date indicates when the order becomes effective. It is often required before activation and is used in contract alignment and subscription-based billing scenarios.
What happens if you deactivate an activated Order?,"When an activated Order is deactivated, users can modify products and pricing again. However, deactivation may affect downstream processes like invoicing or fulfillment integrations."
What is the relationship between Order and Account?,Every Order must be linked to an Account. The Account represents the customer placing the order and maintains the relationship for reporting and customer tracking.
